blockNumber,from,to,value,gasUsed,hash,timestamp,tx_type,contract_deploy
19223165,0x7670a74164e235818791a9dbbbd8a9dbec962daa,0xebf2102d08c01b8e71ad9bf6a1c6a921b1c9732e,2.83999,215886,0x8b3a52f6a8dc11f84846210d19ac0b130e3672a85bfe95138d2dc6b295256ca7,2025-04-07 00:55:55,0x2,0
19623587,0x64c931b9734bc5748bcf3316cdf5eb7fc082ba38,0x1caa95b2a056e363b15acf34b19dbcf043024853,4.15746,257088,0xfe29fd0446965b2e6929ef79480e5c42cdfb801e647ee77b5799643c61e44e9d,2025-04-09 16:03:52,0x0,0
19950110,0x6c5a1794ee8a993123f6ef5bdc713ef4866b0cc6,0xd6d93269b2a337925ee7ceda003948dcfae091b4,0.48644,72175,0x4f115692e0106089d9300ece37752aef97475b89f838dc3b635455b875894c71,2025-04-04 03:51:05,0x0,0
19535822,0x693912500453fd6a21b26e1de2aa9dc746b6c599,0x369fb22a6aa6dd02a4c5a3463107692ae98b07ac,0.60839,189347,0xb0a30f360cc46cb75fce75e4ccafc9a788740035aee90b0887af91553024c3a7,2025-04-09 06:17:47,0x0,0
19487879,0x585aaf0e2b0d26fa9da7be8225c57d458f5054cb,0x1a5bbd96cc4ec51ed6c96d896bac05b0aab77377,0.20254,34937,0xf784b43327518fb08d4187f377e66f40f822f21ae594474e4831149b020c939f,2025-04-04 18:11:47,0x0,0
19564685,0xf579e84e47e46ec1fdb63a77598da700fdee3a7b,0xe32705fa4e6a1485221bede439d099622b8feb64,0.63454,171641,0x3931462be09ca7f070693b3253e7b44f1c80ff2ad09a2b2c2fa171f9ae0a0a0f,2025-04-07 10:26:37,0x0,0
19782038,0x7fe51cc4b07c4ae896e651dca6927c79b5dc7ac6,0xd17a90346a96e12bdbd9ff67b05dd8a98b8c795e,1.67734,214019,0x2ab9e25d98e4ecfe9b848d5d1913946bf0b3bf2f69ce0d0ae46e1961b8da7eed,2025-04-04 01:46:28,0x1,0
19353531,0xb2f324ce1e26eaedfc905eb5f796fef516ea2d38,0x529fcf1f4fac1d6d1385779b3cfda359f0299b1f,0.4765,295487,0x4661f74c0b9d34ea5c031cad3601e758fa106e1eece282b5ab51c2d4428b789e,2025-04-10 11:45:58,0x0,0
19263160,0x46facc4066d0f914df5a82195503cbace85b6c99,0xb0bdd0c281bc437ebc2d8bbf21db3d3e86965581,0.01027,67803,0xfa98a83e998d8a9c7d505e8468e4277c1807f45445f4389175158a0a336054c9,2025-04-04 06:13:42,0x2,0
19579879,0x9d17c0932d7aaaa02c9fc5e7987910b0f7f5cf44,0x60e9bf018957f78c42c8e35e91581e0be11daf79,0.61997,98069,0x05523a68c70f90d29315a08ba3d482ee0e5ecf8a27dfbb028a294049a93ad3a3,2025-04-01 17:35:32,0x0,0
19220884,0x08e06b32c28389ccb24a2181cad3ea9e722e6039,0x8c5ed97b6918e9813de3745087de7e2979dd715e,0.90544,36438,0x820efed600499876d084223c4929cbb3deb31cf1086f454f79282e8d5e364fcc,2025-04-01 01:12:59,0x1,1
19023247,0xadcb9213b880d89f5c2c86770b77c5f0b2a1b460,0xff60f84e77e3729d1263ec97d94f45e37558cbf7,1.2533,178438,0x8a99ef2531a143d05613a0643d62cb7622c70255f4347f2b0a44b6d43013332f,2025-04-08 18:37:36,0x0,1
19024300,0xf6bb472996b1c2182815f71e1aa38e7ecec33f9a,0x1eacc68d84fea9f8835a202c097357752c4ece03,1.72719,171245,0x85419b5a7e2c1e6472f0f11d040644972f5721ad103b9e033f13884284ff11b3,2025-04-04 15:08:36,0x3,0
19467281,0x110844d2fdd0b8b68de29f89d7512b6198bb2b95,0x960dfcc0e282c27572c49794b4b310f00126a2c0,0.09566,162448,0xd7743996594cee160d50976d0797afd5944e899530da953e476751cd64347a65,2025-04-08 22:03:48,0x1,0
19607086,0x36a939a474b0ffa12b23fe6307653a5c35b6ddb9,0xcfddd432caaad8fd55c282f364a72fade12366f4,0.95162,238776,0xe24188d1af3cd26ee9a0f8b0afe70e369447c0a08080296e5e225bc440a9c6d5,2025-04-01 01:28:03,0x0,0
19533556,0xc7caf026cea4147a65321491ee57ea265ad9383e,0x3d2cd4df93fae3efc24507dd56e8493721e3344b,0.46461,57763,0x136e60ab4b0341ba0e6a3cb87fce4824b67e52a44857676de84685c6b6c95e1b,2025-04-10 07:13:57,0x0,0
19348951,0xdcc6e4aef01603c90b08c636137be7d9b033f5f2,0xd2078a79e2bb7002406312ead9bc6c37949dbcc8,4.43389,62684,0x7981f81131867f421fd0162266d43c3c71de79cb62810127a0624688e237bcf3,2025-04-06 15:47:58,0x0,0
19274329,0xfad7177b3221dbc6f66e62ffade65c73aff4e69e,0x127057fdf75a742a9eb09f3ed8b6cf282ee487c0,0.66919,51711,0x844287f0e870c6d7711c0dc99bf1de23148a58c5ec9ab2174cd87c7d23138301,2025-04-03 19:42:01,0x0,0
19719064,0x487ef2bfad84c3c9fa6fd2753d464fad1609a264,0x9197f9adf05f58966cf64f633bd3987d246cc305,0.15825,297321,0x1264066c2a79fb17c054e4ba0e393183dc5d912bee737797c6f946ebbd6d9186,2025-04-03 03:39:48,0x1,0
19742139,0x65fe45983bef100e3a141d386005ed71d9c3052a,0x42a48bc85bc255680f98149974fa5c7a69046373,0.06357,198042,0x8a050f573b6e49540dd28f15637c5bc92734e0285168673d974c3291ab3ea3a2,2025-04-09 11:12:13,0x0,0
19432315,0x13227f5d2c737bb6796164d4231e20db5906f3a5,0xed60339cec4ba64b252c101b3cb6cb92ece5521f,0.46266,176642,0xe856fab1be53e6c57f14854529c5d4db9106dd99762ff53d3a5309a91f1340d0,2025-04-06 19:25:11,0x4,1
19926075,0x4614343457c57e22d99655aa9df2f639938b4abe,0x87a4aa8482281fda9939adc1eedaed8472b2a7dc,0.29563,199681,0x063c45537a8e94eaac31f3ddcee6841019fd18b76031b4b7f5139d284097bfd2,2025-04-10 15:01:18,0x0,0
19516588,0xdd352fabf5b9074e8eff8f8b848798c8f726756a,0xe7ee06d2c6da1a9b51a5c7fff57bbf4e811e24f9,1.57387,52391,0x3b11270e57cadcbf1416278b85647f7f46ab73267dfb6eb97e113c6d30826123,2025-04-04 14:58:35,0x2,0
19236584,0xa057b5966f30dc6020548365e3bc11ffb4fd6c75,0xed1deea9ac985cb6bf7afefe1a7cfa7551dc43a2,2.81565,36788,0x6de318df5aa392970a795b7da0be02f9fdbc7ffef50f7afe2038f7664dc0406a,2025-04-06 16:36:36,0x0,0
19562332,0x7ba55e0bb1274280d98a51a5d2bf7f63e4de6064,0xa78e42f1527f5f5fe27b19da7ecd1e89daf54f01,0.56217,72055,0x1e0d31472d40642d9a592a76c1c72ecee263f040cb5c31955379f2453c13b61e,2025-04-01 13:13:16,0x0,0
19837646,0x95e2462b1205fe537c6774d3f215bca0371acdde,0x0a8d639684fbdfd94167cf7906dc6c8b5c7684a9,1.29338,135187,0x20da579429f72c226ad1785accfe6591c5a59c20e9c82f9c8eaf986783619572,2025-04-02 19:35:14,0x4,1
19978732,0x8cca1548ab7d7de5bdaba447dd145533e4aafb27,0xc3d9c02aea1e9b608a5916ac59f9f91585a1bf72,1.9657,151101,0xf5e96f1032e912a0251566bb6f0ca921d080ab3dc2d197888ee5f67dbf7ecdcc,2025-04-04 07:12:39,0x2,0
19376896,0x37de052cec64cc76191142ee8d14d9bd77230c01,0x7e4c522d2e75ec9158533aa46659ead6a9bb0d2b,0.76246,214277,0xdbd45b84240e715d4f7684d900faffb064439f69571bb0b4753c7daad8b027d0,2025-04-02 19:11:07,0x1,0
19048984,0x86835d49ceac925297db7224dcb3a1e2d17e98e8,0x83963ba49439b28ca5a4b16f065bdba6c9d4ee91,0.10294,34376,0xccf67fff223a42ec54cf24b63eeaf755e110de4802ba8f58d74c001256d66946,2025-04-06 12:03:31,0x1,0
19302918,0x33736ffe34211fe7dc0cf9d66fc9d93e714b88e3,0x8942361e3243402fd3063404384c569c5ff9797f,0.39046,173947,0x559f7559b2f535077ff6b0e3ad448caa9aa97b5ebd3cb0d3d96ed728799db6db,2025-04-09 23:39:41,0x4,0
19264712,0x05c838059fd102fefe2a05194405b983a504f3ad,0xe8eb816d8c2d95d2a380196b506f25ef6427f639,3.21922,275047,0x35823dac1a5232e6586793d3a65cd54a6f709ddae3f9205d30188120b6f1c2aa,2025-04-09 07:34:10,0x1,0
19120151,0x0d935eefaa93cda392b29015fa9141783ab53737,0x633f6963ceb677257dff0e66a51492a41df390e2,2.61001,284427,0x4cf1b8f6e9fa841281003a435579cbf5e9dd247c7ae2cba7d05b8257946374a9,2025-04-08 21:40:47,0x0,0
19455808,0xffddeca9a609710aac49d000dbac5dc284a8b71d,0x00ebd8b1189c8719aa3f7806e70ffae3dca89bcd,0.13576,101456,0xbf7461b27403239f51f1cd3cb6751fcf91fa68a3f6b95a56b2e11b0db1eabf8d,2025-04-02 08:23:01,0x0,0
19985067,0x257cf3aa2ceae50f27008cc605543d9d61b2fc3e,0x1f52839f1db339d6c485f88cadabc24dd740310b,0.38031,86783,0x19b76b6f27aea950f1f0873c2c59677187e67a956d87593092c9b53a3616b5e8,2025-04-05 16:09:11,0x1,0
19133767,0x21821cb01ccbd026aa68e5e56afae368ef25a8b0,0xcdd42484f0c53402390ecd876e338c10f9d0e894,2.19908,170021,0xb9e01eb58e6648f9ebff6b707d0100aa8565f16e96425d0c18da52e7226e217c,2025-04-10 01:05:45,0x1,0
19648663,0x3cfe5b891da7df19181c0f72d72b943324874abf,0xb518db5f56b04b1a14ea0f1a391ac0edb09ad15d,0.998,185575,0x9d5671df6b6bc41c6c78d94faf26992ff7c8b12478feda354dbd75eb1c8092d6,2025-04-02 01:41:40,0x2,0
19703550,0x4e683eb4d3a5a615c4b3c0b624ff4511579fd53f,0x30822e69a93bf408e47925cff4c669615de3f049,2.14047,100942,0x5ec75e350078b19942c5d754b94073c9371f565c51958c75f2e557cf924c6785,2025-04-02 03:28:16,0x0,0
19136330,0xd6cdc9b8ebfcf9543a00f35d56b7dac434e95fc0,0x7d2034eb99f59627ea23a246bd799bb4c82d164c,0.35566,167000,0x5e3884994c765b57828881639d0c40e50ae77cacee94625a1ecdc02dcbc1f467,2025-04-09 12:34:08,0x3,0
19480754,0xe52fdb8376aa7d1a3dca4d378400f0fa4b5fbcd5,0x468980758cb76ffa1688d756c772b372027c7dbb,4.57681,168904,0xe25acbb656aeec6636f8480f4f8b59442f798c43b1c969fe7f28c0b2ab4a0e2b,2025-04-03 23:55:30,0x1,0
19301648,0xe93699d75354c26a5334bd721ae190d909a38e50,0xdfe9a074a9fcc177aa874c82a047d38d421c1914,2.29599,185453,0xdd551a3cf48ed35683a143e0a2ef14178619a15ce4e211f1819eed8de438560f,2025-04-07 15:40:27,0x1,0
19688519,0xb257bc84a50b8014bf9cd59728c4fa12582c84a3,0xcb939a81db9b2161e80428bbe9afdf17c057217a,0.32995,276385,0x2368d671ed61ca13b014b77c74864c67dfc73b1f89b5cf4daac25d5a24fa644f,2025-04-03 07:43:23,0x0,0
19013986,0x7f531a66afe3b25eb74556f42db65e96bb9f0543,0xf10859d8b043010a29cd6ea9f4fb54f2fd9d30f2,1.22619,75780,0xa944cbdb57edf89160bb2773e017638a244334106666409c77e7b54c41ace58d,2025-04-05 19:44:53,0x4,1
19586146,0x7df0175f2d69a1c8fb3affe07ea46eb1c79dccde,0x21c4ae079449b647b8157c723872fecc17e68f8f,0.18003,87412,0xcf6fd35f937544b9f8dbe89cf5982d6def51f13d49a931d42616ba3184a7d9ee,2025-04-05 21:49:53,0x1,0
19129312,0xad6652413e794d23718010ed84a4410aae73fc7c,0x3a2477e7ffac6f898553f0967fa30d9baccea17a,0.6728,261143,0x888e50ced9e1e898822ce6d88e2de01c7f35ddffc8ac220f1b3cb00eae04d06f,2025-04-05 02:16:30,0x1,1
19012666,0x1f3fe41a610c839f379e1708d9017a12ebef6b8f,0xdf9a1491cdf85187d45333064fbb5d3cfb9a06e2,1.61654,161397,0x6e3e72067bcccf011616c0afc0709c9c93609dec4796a96d9a55119d9e417f7d,2025-04-09 16:33:42,0x3,0
19300804,0xfa8a8504c84496cdb34658119f9cf986225739a8,0x44b4362cad2c46b1dfeb4b8354b22aa7db69a37c,0.601,119975,0xdb4b6ded8c5bd805e0a97afe5da6819dc801b4a5d727f3aa5ef2cfc026550db6,2025-04-01 21:37:17,0x3,0
19134633,0xacc4294a7bbc7fab70970ae0771024a17e4ac14a,0x888ab2e51f700af51d221059bff6961fb29d328c,1.60398,150788,0x39490729fcb7dda930421fcd0b1b894afd92a3f08b2eee1145164b2a078b51d5,2025-04-03 13:01:31,0x0,0
19288998,0x1eaa8a5357c97e504603f6322a73f03c6cf3187c,0xc2b3d9fccc57468886b2039294c154bd6787f5e7,0.42112,282208,0x443538c787c374962af1858266b8adabcd0066f0239da8e0e3fe44e25aea9189,2025-04-07 05:19:43,0x3,0
19850937,0xcb379c5e8832bc00b02ff6932d96d3a7bb77f9d0,0x34ded87820729cafbbc2c01484372a11204e4332,1.91593,274199,0x17428153202c9490ddafb938aa5745f7a69c04b7530efb2f0562289a1b9526bd,2025-04-09 07:44:17,0x2,0
19628776,0x7547cccf802518d56d54950585b80a3696b72903,0xffa709f8dd8b758de760e0eda842cb3137b00343,0.66847,101249,0xb71e750753e52bcf518429c1249fd7f03c9be01ced51b65716bce170f615f76a,2025-04-01 11:40:23,0x0,0
19707611,0xd2344e078104dacec067516396f74a019ce04d4e,0x53474d4cfc53cb2f2971c24aa774720734feb53f,2.34441,77525,0x9e6a1dea29dcadc236e3a1581fd7538c595a9bcbf7981ee1f623b6b9a1598d93,2025-04-06 13:53:46,0x0,0
19284806,0xef8464775f02253275b88646590a4bb6c41b80a0,0x2332642c7cb0a0db88b755eda9938de1b250b54e,0.22047,268543,0xf61712dcc426979c2b9ee1e3c3acdf4212ff8fc849d5f71cdfa591795a576767,2025-04-09 20:42:40,0x0,0
19794824,0x8f39cfc87a8706e4875d1f41e99d011f2d4ed6a6,0x76bbdd07270f4207174db93ba2493a1bf75ea0bb,0.67407,134094,0x4509534353db17d8ea5647f691c4b7660410abcd9e0d94ca9164fbbc22494406,2025-04-07 13:55:53,0x1,0
19030535,0x2ae9ff7e0c9e628b0f32852297127fbb25af70f0,0x044f56a57d60450ebb911f0a676c34ab21346999,0.93524,234058,0x4586218baf52ac9a431823c45bfedf9f6c8b328dfc052cb9180c739c92b3a6c5,2025-04-05 23:58:09,0x2,1
19996107,0x5d65795074c75c99077acd55ecf58960ecff982b,0x6dd1a463b9a1f6ca6e48deaaefeb3e55e43ce976,0.82707,108597,0x8b787691e92b2165eb4514dd2f359bef2d5151d0acb776ce56aeb08df0034f47,2025-04-01 14:10:55,0x0,0
19375713,0xa0d019054cc0ee74c3d779c5b4753d0c1258b16e,0xeb5d55be476b49834f23972eef8a752bf8837cb4,0.85134,285234,0x56b2e03943d7a58332ee4f0a3e15092ecf178d385d54b3dd4a8b6c1636ed7b87,2025-04-10 03:23:13,0x2,1
19838688,0x95ece6bdfa4df385057b51fb215e6e135933f4fc,0xe53f80221eb8944e6016615079b1f1502da22cce,0.88265,76084,0x6801f661234e5ed5c7177e19b337377e8463ab4eef826a463d26976ea832e895,2025-04-06 10:30:39,0x2,0
19351279,0xa01da926ffb9a788bdb0a155962fd8fc624877be,0x8c98e92abb60d3b60857963142a7e36dbfbc8290,6.73823,275185,0x8d0231d1f56c4ca87e26f21b2d5e572ee0f909130851f964d8546b5759345e0e,2025-04-07 09:35:14,0x1,0
19913910,0xafbdf452625fd27248a0dd1088510759205e1209,0xcbf8c0a68998cf0c318eb93e13d3a6fb2e90cb21,0.32194,210638,0x56c70ca65ec95b503784fc16339a9b9295a56958c512e8b9c390757417ac3190,2025-04-01 07:53:08,0x3,1
19821654,0x3ccde4a9913299e88d61e16aa0487c85bb164b5d,0x325d0b87bb856f16fbdc57de18395b2c3460d90c,2.19583,118103,0x6777899bf39d04bc1d1e822e15f7230e108a52caf8725c0ac9e50237630d25ec,2025-04-09 11:03:23,0x2,0
19601661,0xbf240d9edce83222621258027826416ad770de4f,0x4f04731dc4dc06c6873d3694e18eab59ef1b43fb,1.20374,185895,0xeb555faf7e73781f956140ea93edfeabd2e1b2ed3f98d20c874b1869dd43ba91,2025-04-01 23:35:18,0x0,0
19997079,0xd9b0f92921fb9156808e0f42082c60681aa19943,0x0bca3845de01ac8cb2ea6ba9f351e067c6624d3e,0.8007,33746,0x962cb0db6be4e23bacf8e22b8388d8a8b85fe061300ffb1b7126a323e78da38d,2025-04-10 07:22:37,0x2,0
19647972,0x14e2b3f730bc62a94999117a032d45eb703966fc,0x8fe46511ab120df5640c15c50165652cb6f0d279,1.50575,286491,0x9dd0b657db20154b8bba7ffa5af5fdc83facacbe9c121b4414c190ab640a3779,2025-04-02 03:49:25,0x4,0
19489570,0x613c0b011d5308277aaefc736489fd6123705f9f,0x8bdb8bbadb330551f6c86891a3dff5cd754c7fa2,2.88142,132972,0xbbf187b8dc7e3b7e2fd942cd53ef605b3213ee5535e3a94452c072eb3d881621,2025-04-02 13:05:27,0x0,0
19456551,0x26e8c6c7fb0f07f21283f80c4c056a5979e8d393,0x23fac9a979ec8bc35027c5be6676ad2ae6df13a5,0.94283,287245,0x5f9861d4ae24feb46e46c709b8cdb8dd9f6e151c3110b960400cc67fddaf2292,2025-04-10 03:30:24,0x4,0
19273109,0x98e4d19fd7794badd7afdaa97a242b5718225495,0x40df4112842220692f3cfe9092dd7904547e5779,3.00152,69095,0xe04fed6ddd89f9fe65850324f53e490d8fd201e4f5010b3128e9cb9bcaa14652,2025-04-09 00:46:32,0x0,1
19024538,0x71ea63701bfb9a8170b788b75e8e01a2cd93d469,0xf095db668b60cba82600e4a7032d27674015951a,0.14774,122483,0xf01a8a3e1fdad440270657ab29b576943ccfc352df2d97e12120dafe059dba36,2025-04-04 23:31:17,0x1,0
19894498,0xe10d8a3d3f9a6c5b03096a783322586a5248c515,0xf7d844456b4137e2e8113c8ab6f8446783c4b5a0,1.58801,262411,0x0b3f7fbfc9174d03e64caa7d944d32df142dae08a55d11a3befa086b1fff8814,2025-04-06 13:55:27,0x2,0
19201664,0x9aa047ee212ffbfe70cf23acc52aecb92c165afc,0xbc1b7eb14227092493a6a89884b59f8ae9e99d5e,0.60785,141902,0x6886339bbe4168697c99cdc99c2171984b537f8c33f74f229f1dad26728b0917,2025-04-09 14:26:16,0x2,0
19491234,0x2f6bf1ecddf4a5d47d40a3d168c46c82256a4b02,0x6a55f129b991f39280589d873a5f0255db5b04a0,0.73339,247218,0xab8254977d08c8b5fdcc4c6233ea4ea3747921bb8d38382590e8163cdb031fe6,2025-04-05 06:22:59,0x2,1
19899684,0xa96220bdf65390269218739bc428f434d024cc2e,0xe07fdde809e0888832378c8ca847fd59982b5b17,1.26952,167081,0x1cebe1954513c2e1aade74cfce579ac1ce17bcd0e6330d83db4a1d62262f38de,2025-04-07 12:59:05,0x1,0
19139182,0xc450a9c63e649b19bd61d1010af3b8c4e3dadfe8,0x9e7a1014fd6072605bb0bcfa5b49b86ac04197a1,0.98065,229115,0xdebe423118fb46547308efa0ef405b18dece6d684fbc694a13b19cef2dbc21fe,2025-04-08 02:33:25,0x1,1
19472525,0x7adf79448d983e234efa50691d5be6cf210c2b43,0xe3ba324f9e228e6177adb4c6a55b7a20dcabccf4,0.72136,173287,0x5ea8f732649a57fcf3f9289ff09157405d7729d91a634312b4886941acfee3fc,2025-04-02 15:09:25,0x1,0
19158338,0xda21570e47e1e257f7e350ba26c8566614752907,0x2fbb801aa13e5ae5a4963d3b10967b6df8bbbce3,0.55296,244957,0x09b83948d5e3e1bbd2b41077a34f5a4f8e86eed19737db0bb1ddadfbd5173b28,2025-04-08 12:59:41,0x0,0
19184064,0x7f6483194e29b19d36a1f2e9aa394f4e9affc702,0x0f996834987e05f4620cb0c8309f46d4c7b908d3,1.44474,51375,0xf2b85a173390b0d7a51bd6ba1f0b8d65c6cc5daa1ec3e4c3a838efb290ca16cd,2025-04-06 08:19:25,0x1,0
19214020,0x89aaf47afa087fc889279f757a9e2c6fef4a13b4,0xd706e092b658cf61d89a163a8aa410530c23c66c,1.05655,269024,0x9ea5531b7a0085bc6c2e3c0fd26ad137a2bdd825b1c3e86929ea3456100d1e48,2025-04-03 18:33:06,0x2,0
19623094,0x9e4dff50bbda388710619c9596caccddc0406227,0x9ab01c10e42e00c391e1543e153ada2cb8d5c5e9,0.58581,187321,0x3bdf5ea33c0dd42f9bdacd02cea7dbdec8f69bed0e73f1852938e2b43b796e0f,2025-04-01 02:20:38,0x0,0
19924414,0x7a15bac0d7f408e0998d250608d74607b9cf2295,0x724251277e4456057f297aff957eda54502fc6c6,0.34405,227690,0x0d249c57ebc25e8ce30c694120ec5f76c3b7c18842eeed3f760722e063b82c17,2025-04-10 12:10:24,0x1,0
19897421,0x9317b2126c14730c84fbbee716b5871e8f24786d,0xf6912e4f06af34d8847a8530db0ac15040b93675,2.23394,61664,0x385e952d98aaf204b05dc73c5281a23244a95751738eb8293167e29f6daf2c61,2025-04-09 09:02:34,0x0,0
19615270,0x71f04b92403e4df0259c455a0d9da3ce0f2fcfad,0xbe277642cb30c2bca85f710dac3efda8eee090f5,2.41202,59779,0x7613ae277ce08a03dec8b60815e548c9b4f4fc9730ac7a1b556dd8725dc46cef,2025-04-02 20:26:47,0x1,0
19645914,0xf015754c36618aba53314c79e9d01836b7209348,0xba9b74f0e09e669f841031bf31bc2503d03b75e5,0.36079,200170,0x17e1def30f485a6518575cfb986001a7b331bedbb42e2bb55c54292ca1dce600,2025-04-06 10:53:27,0x0,0
19119176,0x4384819338cd0b4c55eef711a080b634bf550acb,0xb5a78eb87012b1da059c56ae972a83ce3e34215a,0.455,32414,0xf08a6603fca73b84ff6c5f80b027af08a3773ff38e3e88dbb97a480ca7f85713,2025-04-09 18:46:48,0x0,0
19917710,0xce540f3659904667d1fb4555992199189266785a,0xd342d60a4d9cf5eeb6c5fb9db3c44f9a758994c2,0.40996,188990,0x81d8d2da03c8a35589748400e6983cf56561e6240f0006f71267b137a7096a17,2025-04-09 03:53:34,0x0,0
19218126,0x97a2de2e40d6f796e8108417d67e7c9d98dc74e0,0xe0209b131c1928a77ce6fc9de9c0deb434260f45,3.23863,276423,0x8ea8097ab54366c3f74f145259c29ff58c0f572714941c48ce6e3734e68ef772,2025-04-10 23:28:03,0x0,0
19218969,0xe51d7d3f9dbf00befd87c1b758f7dfdd9d31ccff,0xc5b124a89f19736cbe794a7f349318519248b8fe,2.2317,144938,0xf85770680f3a8d04746b3c45b2d5bd19801a766acbc0d81b19e9022e426831f1,2025-04-06 03:18:38,0x0,0
19122409,0xd993d30dbbed185ef4d76b743491dc4890c3e79c,0xe7ccf647418a8c6a4ce3c48430af36e584bea347,0.11625,224612,0x1cff53a7010a470d71ffe5138f4131fc8a400319c403cc781b4811a745be8d8c,2025-04-09 05:33:03,0x0,0
19547707,0x9e0b5d4bb62a00081e952a51ed149b69aa560a96,0x43f538c9d7fda1e8923e27aa19fe89e83a2b1f4b,2.68164,292342,0x48521300c4a30366a082884af3cf0c58e581546dd1ea59479679bf7631d96697,2025-04-03 05:56:14,0x0,0
19968140,0xe41b42d6c452b557c6c45afba0b6f8df63074642,0x67cd1275b25310af02e69b9e2ba9dd3cdcbd82a2,0.05632,114302,0xbd08eba0d57faa3eb508bd5bd957f1fd4cd6edcac5e789f6087da47107397f8f,2025-04-03 15:38:50,0x0,0
19253618,0xa723f49ef07f3db5530b043b623643403b0d16ba,0x29c84466f77d7a8ae602ab10268c56702a36b870,0.43794,120524,0x03d0ee860e25a45945c92953b6d8020ea0f8335ada1cb82391f475f3eebf8666,2025-04-08 04:22:51,0x3,0
19769598,0xc6d2f5b938b796e6d712e488eb28b046f2fd7df8,0xbd604cdf1ebc45c8e656ed2ffafc7f4757fba590,3.7698,189501,0xffd591903ac49938ef2320c4a5767e1ba0dcdabacd7a0fb4675e267de3b66bff,2025-04-01 14:09:10,0x0,0
19050015,0x907d230a7ddbfc107505ede2c8198f60a7187180,0xce99d1d2143a9e7dfafa88a2b478f080ff2dcfdb,2.99631,219405,0xc637a6c220d2547200aca9bdc795f66ee41132cba9004f77d0c55bb5daf45e43,2025-04-07 00:53:05,0x2,0
19772838,0x96a3f96be75d1205895ae9ca6c8f810275dce37f,0xf4e535f80c5e942329c3c2431d493c9cb49ca9d2,2.281,230773,0xb3343044de282a04a4f1bbe3e22e2929eeda3bafe59a11c29fd444679ca7b0b9,2025-04-03 03:01:19,0x2,1
19122096,0x939fb7e65321ad610519f257f40cd8ca94e9aab7,0xebcababca534e02e216d91fc36490738e2131dd5,0.91748,236863,0x75edb5093122b9ec433f7d2ec75820886feac1ca21e64ef107c56896da14b1fd,2025-04-10 21:35:33,0x0,0
19631347,0xdf270cac6ce566d7d31dcfcf5757763f6d9e7f5c,0x2f384811dc21d7da051a44d58c5c6ad8a877299a,0.58162,257381,0x05b0101e3c3eb38aa0971c215701a0a608bb5e0318bee230287bdbfd917b38ea,2025-04-09 19:48:39,0x0,0
19185340,0x2d2440c415763d2c01c6991854455fb5c0f8dfa4,0x68f19486bd58c77381b56f36c895f8ccd3572a76,3.19984,279469,0x695cdc0f077f4795183043159ace465ffef378aa382314f3b9db8fa10118d92e,2025-04-08 13:53:34,0x4,0
19110687,0x6ac225df921517d364f865cee8e203737ff3dfd5,0x5a1c8513ccb4a3ff25e395ebf93c40d452f711d9,1.60536,141759,0xbe6434a5b0427e63f70296a033ca226308f0364367d5eff4bd63913f5138609d,2025-04-03 02:47:31,0x1,0
19874371,0x0a18456f3171b659343f7cad88c86ac088d77982,0x60f63c21d47c814364c943726c926df64b273121,0.52542,91148,0x39c8685682ccc348cf58d89b606ce904de765ad54c799b01430a6156aeac0279,2025-04-02 22:05:24,0x0,0
19411357,0x3cf459e0fd4f01341faba3443107bf5daa6e6bda,0x054da0c155157ca0436f7761aad185905243addc,0.93318,129169,0xd6aa2982d9d45bb6f0211c6b419daadeeacf4159a2d7355f9abcb416a3bd25c3,2025-04-02 10:56:55,0x0,0
19735716,0xd5f4da18b37c272cdbd555083b6670c9559dea10,0x1a372bb2589a71369c1f9114a80c04aecab4e5cf,3.19927,52528,0x19466cc9ee4e67033f551423f2b42975b2bc153ce3108bee3badda41b5970317,2025-04-10 19:40:18,0x0,1
19105878,0x84013d88f5b668db4e917a944147ff622fceb98e,0x3fb0b9770252f41a963e30b802158dcdd44277d8,3.50663,146728,0x9766819a80340309b043b7b7772c89c194f1f83b25f989dff64c2e545d8807b8,2025-04-05 03:09:57,0x2,0
19727270,0x834a4e6f8513fe617a58e9bd1e6fbc15b6fe4a65,0xeb7d1c88a0722f1945be6193a9cf81fadf24980d,1.61514,107234,0x4a97145ccc467cbf84ca47730ff43b43896ccca491471bfd5108819dc13df14c,2025-04-06 08:48:45,0x3,0
19973548,0x945d5bdab72fb69f4313e150981606c1a347f0e1,0x105c2ad24dbbd97d09b19f05c22aceb66e54c935,1.97827,205887,0xe068afe1935d37feba266f81f4078138eaa3e877597b9caf6fc9c19ae7ce58df,2025-04-08 13:05:36,0x0,0
19198286,0xe4e05451491759cc4679cf69f77cc2214d9dcec7,0xa00d4f93c09c96e108e052e1f8407bc55de3fac1,0.06014,191891,0x630b4287bd3d15e7b25494bc41e045c006b5f4a2ee8b1e2e93e7c7be474e0f0b,2025-04-04 13:26:11,0x0,0
19773290,0x2107c03687e3191fb3f2ae6a450822a3b63a6480,0x21e94203153a83cf2cd00161d37c6227d01d76aa,1.39179,262921,0xe9ac0cc9c29affa07ac902fde48c98955fff3894752fbd9f35b9f04544188927,2025-04-03 19:19:59,0x0,0
